user_id,material_id,event_type,relevance_score,timestamp,date,device,session_id,position_in_results
user_000390,mat_002573,viewMaterial,1.002,2025-05-23 10:55:47.673318,2025-05-23,mobile,session_085986,3.0
user_000862,mat_004668,showMaterialPreview,3.3235,2025-05-26 10:55:47.675640,2025-05-26,tablet,session_008899,17.0
user_000859,mat_000972,viewMaterial,1.0562,2025-04-11 10:55:47.675868,2025-04-11,desktop,session_088922,6.0
user_000326,mat_001978,viewMaterial,1.6594,2025-05-01 10:55:47.679684,2025-05-01,mobile,session_080916,18.0
user_000046,mat_002406,addToFavorites,3.3786,2025-03-29 10:55:47.679911,2025-03-29,mobile,session_061391,
user_000140,mat_002014,showMaterialPreview,2.24,2025-06-04 10:55:47.680122,2025-06-04,desktop,session_076850,18.0
user_000141,mat_003074,addToCart,6.429,2025-04-01 10:55:47.683332,2025-04-01,desktop,session_029232,
user_000632,mat_002232,viewMaterial,1.5272,2025-06-06 10:55:47.685980,2025-06-06,mobile,session_014904,2.0
user_000176,mat_000110,purchase,8.3594,2025-06-10 10:55:47.691393,2025-06-10,mobile,session_098642,
user_000509,mat_002108,addToCart,4.8603,2025-04-30 10:55:47.695217,2025-04-30,desktop,session_052560,
user_000429,mat_001202,showMaterialPreview,3.1365,2025-03-28 10:55:47.695461,2025-03-28,desktop,session_080038,18.0
user_000682,mat_003324,viewMaterial,1.175,2025-05-16 10:55:47.701097,2025-05-16,desktop,session_090592,12.0
user_000027,mat_000762,addToCart,6.3938,2025-04-12 10:55:47.707865,2025-04-12,desktop,session_069981,
user_000342,mat_004486,addToCart,5.5281,2025-04-05 10:55:47.714451,2025-04-05,desktop,session_055146,
user_000056,mat_003322,showMaterialPreview,2.9649,2025-06-07 10:55:47.719430,2025-06-07,desktop,session_087409,19.0
user_000759,mat_001949,showMaterialPreview,3.6681,2025-05-01 10:55:47.722045,2025-05-01,mobile,session_018004,3.0
user_000417,mat_004186,viewMaterial,1.655,2025-04-17 10:55:47.726439,2025-04-17,desktop,session_009845,3.0
user_000579,mat_001087,viewMaterial,1.5162,2025-06-11 10:55:47.730272,2025-06-11,desktop,session_054670,3.0
user_000947,mat_000156,viewMaterial,0.9048,2025-04-12 10:55:47.730493,2025-04-12,mobile,session_030893,10.0
user_000502,mat_000452,viewMaterial,1.3718,2025-04-09 10:55:47.730707,2025-04-09,desktop,session_082602,1.0
user_000932,mat_003541,showMaterialPreview,2.9577,2025-04-01 10:55:47.735628,2025-04-01,desktop,session_019357,13.0
user_000678,mat_004685,purchase,8.2334,2025-04-10 10:55:47.739769,2025-04-10,desktop,session_008487,
user_000362,mat_002940,addToCart,6.6407,2025-05-14 10:55:47.744168,2025-05-14,desktop,session_000420,
user_000573,mat_004322,viewMaterial,1.9759,2025-03-28 10:55:47.749746,2025-03-28,desktop,session_008431,11.0
user_000388,mat_002865,addToCart,7.309,2025-05-25 10:55:47.754019,2025-05-25,mobile,session_099624,
user_000295,mat_004960,addToCart,6.2917,2025-04-05 10:55:47.754253,2025-04-05,desktop,session_091936,
user_000962,mat_004488,showMaterialPreview,3.0658,2025-03-27 10:55:47.754462,2025-03-27,mobile,session_016352,9.0
user_000387,mat_002067,addToFavorites,5.4004,2025-03-28 10:55:47.759779,2025-03-28,desktop,session_088700,
user_000690,mat_003760,purchase,5.5495,2025-04-30 10:55:47.759985,2025-04-30,mobile,session_037700,
user_000323,mat_004160,addToFavorites,5.4694,2025-05-08 10:55:47.765266,2025-05-08,mobile,session_087794,
user_000433,mat_001383,showMaterialPreview,2.8184,2025-04-26 10:55:47.765686,2025-04-26,desktop,session_008516,8.0
user_000033,mat_004425,addToFavorites,3.6889,2025-03-29 10:55:47.765954,2025-03-29,desktop,session_004583,
user_000954,mat_000115,viewMaterial,1.5595,2025-05-02 10:55:47.769884,2025-05-02,mobile,session_067437,19.0
user_000986,mat_000746,viewMaterial,1.7626,2025-03-19 10:55:47.772335,2025-03-19,desktop,session_074664,9.0
user_000598,mat_001149,viewMaterial,1.5766,2025-04-09 10:55:47.774903,2025-04-09,tablet,session_087139,17.0
user_000962,mat_000577,addToFavorites,5.1644,2025-03-25 10:55:47.781123,2025-03-25,mobile,session_059088,
user_000512,mat_002100,viewMaterial,1.0239,2025-05-09 10:55:47.781411,2025-05-09,desktop,session_074924,11.0
user_000889,mat_003025,showMaterialPreview,2.6626,2025-05-13 10:55:47.785455,2025-05-13,desktop,session_059468,17.0
user_000036,mat_003065,addToCart,4.6489,2025-06-07 10:55:47.788158,2025-06-07,desktop,session_088463,
user_000770,mat_003185,showMaterialPreview,3.6652,2025-03-25 10:55:47.791846,2025-03-25,mobile,session_041901,13.0
user_000112,mat_000512,addToFavorites,2.5929,2025-03-16 10:55:47.792062,2025-03-16,desktop,session_086673,
user_000657,mat_004884,viewMaterial,0.8352,2025-05-17 10:55:47.792288,2025-05-17,mobile,session_017586,14.0
user_000937,mat_004994,viewMaterial,1.9703,2025-04-15 10:55:47.794392,2025-04-15,mobile,session_046822,1.0
user_000114,mat_003016,viewMaterial,1.6111,2025-05-18 10:55:47.798082,2025-05-18,mobile,session_055304,7.0
user_000168,mat_003002,viewMaterial,1.7059,2025-06-04 10:55:47.802220,2025-06-04,desktop,session_044099,1.0
user_000539,mat_000537,showMaterialPreview,2.7729,2025-05-07 10:55:47.806216,2025-05-07,desktop,session_082011,17.0
user_000322,mat_003154,purchase,6.3982,2025-03-31 10:55:47.810381,2025-03-31,desktop,session_075481,
user_000744,mat_000153,addToCart,4.2906,2025-04-13 10:55:47.813713,2025-04-13,desktop,session_023215,
user_000520,mat_003135,showMaterialPreview,3.9254,2025-04-26 10:55:47.819908,2025-04-26,desktop,session_060390,20.0
user_000621,mat_001253,addToCart,6.5441,2025-03-25 10:55:47.823864,2025-03-25,tablet,session_018109,
user_000298,mat_001177,addToFavorites,3.9376,2025-04-11 10:55:47.829888,2025-04-11,desktop,session_056419,
user_000265,mat_000196,viewMaterial,1.0492,2025-04-16 10:55:47.835792,2025-04-16,desktop,session_030239,8.0
user_000826,mat_004771,addToCart,6.6054,2025-04-01 10:55:47.836036,2025-04-01,mobile,session_012395,
user_000139,mat_000465,showMaterialPreview,2.6044,2025-06-11 10:55:47.841365,2025-06-11,desktop,session_041776,18.0
user_000279,mat_003168,addToFavorites,4.526,2025-05-17 10:55:47.843482,2025-05-17,mobile,session_024066,
user_000507,mat_002242,viewMaterial,1.6315,2025-05-04 10:55:47.850181,2025-05-04,mobile,session_084342,8.0
user_000923,mat_004043,viewMaterial,1.0248,2025-05-27 10:55:47.850456,2025-05-27,desktop,session_043971,9.0
user_000243,mat_002345,addToFavorites,4.7858,2025-04-24 10:55:47.852892,2025-04-24,desktop,session_053132,
user_000269,mat_001519,viewMaterial,1.5734,2025-04-14 10:55:47.856766,2025-04-14,tablet,session_009211,20.0
user_000570,mat_003248,viewMaterial,1.4922,2025-05-17 10:55:47.860646,2025-05-17,desktop,session_077467,2.0
user_000794,mat_002698,showMaterialPreview,3.7386,2025-03-16 10:55:47.864352,2025-03-16,desktop,session_098968,13.0
user_000412,mat_000401,viewMaterial,1.6968,2025-04-04 10:55:47.864570,2025-04-04,desktop,session_013617,16.0
user_000721,mat_004815,addToFavorites,3.9856,2025-04-28 10:55:47.869832,2025-04-28,desktop,session_079365,
user_000041,mat_000955,viewMaterial,1.818,2025-03-25 10:55:47.874985,2025-03-25,desktop,session_089682,18.0
user_000804,mat_003857,viewMaterial,1.4122,2025-05-25 10:55:47.878672,2025-05-25,desktop,session_006933,16.0
user_000535,mat_000178,showMaterialPreview,3.9947,2025-04-10 10:55:47.885315,2025-04-10,mobile,session_008037,12.0
user_000010,mat_001756,addToCart,6.836,2025-04-23 10:55:47.889542,2025-04-23,desktop,session_033633,
user_000010,mat_002711,viewMaterial,1.2431,2025-04-30 10:55:47.889750,2025-04-30,mobile,session_018410,13.0
user_000038,mat_003026,showMaterialPreview,2.7239,2025-03-25 10:55:47.889963,2025-03-25,desktop,session_014191,3.0
user_000819,mat_000205,addToFavorites,4.3906,2025-03-30 10:55:47.895190,2025-03-30,desktop,session_080606,
user_000418,mat_001200,viewMaterial,1.0701,2025-06-01 10:55:47.897299,2025-06-01,mobile,session_050687,17.0
user_000902,mat_001149,viewMaterial,2.076,2025-04-24 10:55:47.897502,2025-04-24,mobile,session_078951,12.0
user_000904,mat_004871,addToFavorites,2.9663,2025-03-19 10:55:47.897700,2025-03-19,desktop,session_021139,
user_000856,mat_000089,showMaterialPreview,2.7162,2025-04-19 10:55:47.902626,2025-04-19,desktop,session_061207,3.0
user_000457,mat_001917,showMaterialPreview,3.5451,2025-04-27 10:55:47.907410,2025-04-27,desktop,session_094587,11.0
user_000668,mat_002434,addToFavorites,2.9816,2025-03-31 10:55:47.907609,2025-03-31,tablet,session_024105,
user_000467,mat_004927,addToCart,5.2249,2025-05-06 10:55:47.912561,2025-05-06,desktop,session_016735,
user_000927,mat_001232,addToFavorites,4.9582,2025-05-17 10:55:47.916857,2025-05-17,mobile,session_014713,
user_000563,mat_003527,addToFavorites,4.309,2025-05-07 10:55:47.917082,2025-05-07,mobile,session_011607,
user_000773,mat_001274,showMaterialPreview,3.0456,2025-05-16 10:55:47.922720,2025-05-16,mobile,session_058704,7.0
user_000208,mat_001723,showMaterialPreview,3.639,2025-06-06 10:55:47.922965,2025-06-06,mobile,session_030082,16.0
user_000335,mat_004927,viewMaterial,1.2538,2025-04-11 10:55:47.923183,2025-04-11,desktop,session_058078,2.0
user_000770,mat_003731,addToFavorites,2.9255,2025-04-01 10:55:47.923403,2025-04-01,mobile,session_018932,
user_000042,mat_001644,showMaterialPreview,2.6796,2025-05-17 10:55:47.925730,2025-05-17,mobile,session_063658,16.0
user_000875,mat_000064,viewMaterial,1.5916,2025-05-05 10:55:47.925984,2025-05-05,desktop,session_074902,10.0
user_000991,mat_002255,viewMaterial,1.9893,2025-04-22 10:55:47.928259,2025-04-22,tablet,session_061624,11.0
user_000448,mat_003563,addToCart,5.2653,2025-05-19 10:55:47.928482,2025-05-19,tablet,session_082488,
user_000542,mat_004931,viewMaterial,1.3354,2025-04-28 10:55:47.934183,2025-04-28,desktop,session_064408,10.0
user_000578,mat_001978,addToFavorites,5.03,2025-05-16 10:55:47.937859,2025-05-16,desktop,session_006535,
user_000469,mat_000913,showMaterialPreview,2.6428,2025-03-29 10:55:47.938069,2025-03-29,tablet,session_066491,15.0
user_000976,mat_000526,showMaterialPreview,1.7315,2025-04-18 10:55:47.938279,2025-04-18,desktop,session_049312,15.0
user_000839,mat_001540,addToFavorites,3.1291,2025-03-16 10:55:47.938481,2025-03-16,mobile,session_059274,
user_000745,mat_001326,addToCart,5.8174,2025-05-27 10:55:47.938692,2025-05-27,desktop,session_057371,
user_000549,mat_000892,addToFavorites,5.4225,2025-06-01 10:55:47.938913,2025-06-01,desktop,session_030241,
user_000072,mat_000732,showMaterialPreview,3.5927,2025-05-11 10:55:47.942741,2025-05-11,mobile,session_025859,14.0
user_000608,mat_003191,showMaterialPreview,1.9543,2025-03-21 10:55:47.942979,2025-03-21,desktop,session_053694,1.0
user_000579,mat_004513,addToFavorites,3.5764,2025-05-11 10:55:47.948013,2025-05-11,desktop,session_082961,
user_000587,mat_002029,addToFavorites,3.0032,2025-05-12 10:55:47.954038,2025-05-12,mobile,session_017559,
user_000011,mat_002660,purchase,5.7462,2025-05-18 10:55:47.959390,2025-05-18,mobile,session_091223,
user_000072,mat_004651,addToCart,7.3988,2025-04-07 10:55:47.963350,2025-04-07,mobile,session_010031,
user_000038,mat_002923,showMaterialPreview,2.5895,2025-05-07 10:55:47.968693,2025-05-07,desktop,session_007464,10.0
user_000449,mat_001638,addToFavorites,3.5274,2025-05-09 10:55:47.969916,2025-05-09,desktop,session_014765,
user_000480,mat_000500,showMaterialPreview,3.1288,2025-05-26 10:55:47.974285,2025-05-26,desktop,session_027466,2.0
user_000786,mat_004565,showMaterialPreview,2.2311,2025-03-22 10:55:47.974506,2025-03-22,tablet,session_017453,9.0
user_000420,mat_002930,addToFavorites,4.3886,2025-06-04 10:55:47.980043,2025-06-04,desktop,session_048382,
user_000604,mat_004670,purchase,10.9795,2025-06-11 10:55:47.982490,2025-06-11,mobile,session_004884,
user_000795,mat_002479,viewMaterial,1.8236,2025-06-01 10:55:47.988250,2025-06-01,desktop,session_018347,8.0
user_000158,mat_002583,viewMaterial,2.4059,2025-06-02 10:55:47.990450,2025-06-02,tablet,session_032238,15.0
user_000396,mat_002500,viewMaterial,2.0426,2025-06-08 10:55:47.992649,2025-06-08,mobile,session_024464,13.0
user_000853,mat_004148,showMaterialPreview,2.2622,2025-04-10 10:55:47.998087,2025-04-10,tablet,session_078002,16.0
user_000201,mat_001269,showMaterialPreview,2.889,2025-04-29 10:55:48.000251,2025-04-29,desktop,session_032227,9.0
user_000729,mat_001953,addToFavorites,5.8995,2025-04-07 10:55:48.002565,2025-04-07,desktop,session_060188,
user_000687,mat_004192,showMaterialPreview,2.62,2025-03-18 10:55:48.007873,2025-03-18,desktop,session_095170,17.0
user_000905,mat_000465,viewMaterial,1.3878,2025-04-09 10:55:48.012906,2025-04-09,mobile,session_056684,16.0
user_000856,mat_001146,addToFavorites,3.9793,2025-06-02 10:55:48.013149,2025-06-02,desktop,session_064089,
user_000409,mat_003295,addToCart,5.7537,2025-03-16 10:55:48.020185,2025-03-16,tablet,session_004526,
user_000978,mat_003478,showMaterialPreview,2.9448,2025-05-19 10:55:48.022340,2025-05-19,mobile,session_017031,3.0
user_000958,mat_000314,viewMaterial,2.1836,2025-04-15 10:55:48.024538,2025-04-15,desktop,session_061926,19.0
user_000062,mat_004896,addToFavorites,6.9582,2025-04-28 10:55:48.028418,2025-04-28,desktop,session_030930,
user_000815,mat_001566,viewMaterial,1.665,2025-06-02 10:55:48.030870,2025-06-02,desktop,session_020949,12.0
user_000428,mat_001831,showMaterialPreview,3.0411,2025-06-02 10:55:48.033197,2025-06-02,desktop,session_040982,5.0
user_000780,mat_000012,viewMaterial,1.7877,2025-05-23 10:55:48.033427,2025-05-23,mobile,session_073117,17.0
user_000608,mat_000833,viewMaterial,2.0821,2025-05-16 10:55:48.035613,2025-05-16,desktop,session_085885,16.0
user_000058,mat_000947,showMaterialPreview,3.2635,2025-06-05 10:55:48.040653,2025-06-05,mobile,session_011229,5.0
user_000034,mat_001404,showMaterialPreview,2.6801,2025-04-25 10:55:48.045668,2025-04-25,desktop,session_071675,4.0
user_000237,mat_004400,viewMaterial,1.4835,2025-05-19 10:55:48.049113,2025-05-19,desktop,session_047228,11.0
user_000119,mat_002015,viewMaterial,1.3548,2025-05-16 10:55:48.049318,2025-05-16,mobile,session_075088,14.0
user_000592,mat_003086,viewMaterial,1.0753,2025-05-12 10:55:48.049516,2025-05-12,desktop,session_064948,6.0
user_000862,mat_004582,addToFavorites,5.1192,2025-04-01 10:55:48.054487,2025-04-01,desktop,session_035365,
user_000193,mat_001404,viewMaterial,1.4548,2025-03-28 10:55:48.058922,2025-03-28,mobile,session_038543,2.0
user_000714,mat_004680,addToCart,8.6426,2025-04-18 10:55:48.061225,2025-04-18,tablet,session_003166,
user_000535,mat_003737,viewMaterial,1.4484,2025-04-04 10:55:48.061443,2025-04-04,desktop,session_039390,4.0
user_000434,mat_001930,viewMaterial,1.3267,2025-03-31 10:55:48.067003,2025-03-31,desktop,session_079827,11.0
user_000455,mat_001436,viewMaterial,1.5601,2025-04-27 10:55:48.070935,2025-04-27,desktop,session_086681,5.0
user_000990,mat_004539,viewMaterial,1.496,2025-06-11 10:55:48.073026,2025-06-11,tablet,session_051001,18.0
user_000460,mat_003866,showMaterialPreview,3.4093,2025-05-13 10:55:48.077309,2025-05-13,desktop,session_070708,6.0
user_000930,mat_001762,showMaterialPreview,4.7372,2025-05-07 10:55:48.080675,2025-05-07,desktop,session_001282,8.0
user_000678,mat_002274,addToCart,4.3443,2025-06-08 10:55:48.080918,2025-06-08,desktop,session_093264,
user_000163,mat_003663,addToCart,5.0784,2025-04-22 10:55:48.081138,2025-04-22,desktop,session_036741,
user_000376,mat_003804,showMaterialPreview,1.9462,2025-04-06 10:55:48.081353,2025-04-06,mobile,session_091310,5.0
user_000622,mat_004663,showMaterialPreview,3.782,2025-03-27 10:55:48.086192,2025-03-27,desktop,session_005696,9.0
user_000969,mat_000279,showMaterialPreview,4.6911,2025-04-13 10:55:48.091901,2025-04-13,desktop,session_041251,11.0
user_000738,mat_002652,showMaterialPreview,3.3809,2025-03-27 10:55:48.094305,2025-03-27,desktop,session_063816,17.0
